
TracePro Release: 7 3 4 
Incident Ray Table for 

Linear Units in millimeters
Data for screen Surface 1
Data generated at 14:01:33 October 07, 2025

Ray     	Start   	Split   
Number  	Number  	Number  	Type        	Hist        	Inc Flux      	Abso Flux     	X Pos.        	Y Pos.        	Z Pos.        	X Vec.        	Y Vec.        	Z Vec.        	X Norm        	Y Norm        	Z Norm        	S0            	S1            	S2            	S3            	DegOfPol      	ElliRatio     	X MajAxis     	Y MajAxis     	Z MajAxis     	
Wavelength = 0.5 (Source: mysource)
     655	     655	       5	    SpecTran	      NoInfo	      0.855641	      0.855641	       -5.0219	       2.77253	      -1.55857	      -0.85078	      0.486609	     -0.198459	      0.788011	     -0.615661	             0	      0.855641	             0	             0	             0	             0	             0	             0	             0	             0	
     656	     656	       5	    SpecTran	      NoInfo	      0.855711	      0.855711	      -4.02897	       4.04342	      -1.65789	     -0.740604	      0.639847	     -0.205184	      0.788011	     -0.615661	             0	      0.855711	             0	             0	             0	             0	             0	             0	             0	             0	
     657	     657	       5	    SpecTran	      NoInfo	      0.855681	      0.855681	      -3.97394	       4.11386	       1.62849	     -0.731802	      0.645417	      0.218866	      0.788011	     -0.615661	             0	      0.855681	             0	             0	             0	             0	             0	             0	             0	             0	
     658	     658	       5	    SpecTran	      NoInfo	      0.855796	      0.855796	       -3.8536	       4.26788	     -0.906172	     -0.742984	      0.661765	     -0.100209	      0.788011	     -0.615661	             0	      0.855796	             0	             0	             0	             0	             0	             0	             0	             0	
     659	     659	       5	    SpecTran	      NoInfo	      0.855807	      0.855807	      -4.06221	       4.00088	      0.535083	     -0.769299	      0.635569	     0.0650449	      0.788011	     -0.615661	             0	      0.855807	             0	             0	             0	             0	             0	             0	             0	             0	
     660	     660	       5	    SpecTran	      NoInfo	      0.129998	      0.129998	      -3.33291	       4.93434	      0.920603	     -0.664913	      0.736726	      0.122985	      0.788011	     -0.615661	             0	      0.129998	             0	             0	             0	             0	             0	             0	             0	             0	
     661	     661	       5	    SpecTran	      NoInfo	      0.130869	      0.130869	      -3.50745	       4.71094	     -0.373605	     -0.673609	      0.738281	    -0.0345248	      0.788011	     -0.615661	             0	      0.130869	             0	             0	             0	             0	             0	             0	             0	             0	
     662	     662	       5	    SpecTran	      NoInfo	       0.21193	       0.21193	      -3.61509	       4.57316	     -0.245785	      -0.70611	      0.706732	    -0.0440386	      0.788011	     -0.615661	             0	       0.21193	             0	             0	             0	             0	             0	             0	             0	             0	
     663	     663	       5	    SpecTran	      NoInfo	     0.0858618	     0.0858618	      -3.08823	       5.24752	      0.848655	     -0.626353	      0.771827	      0.109388	      0.788011	     -0.615661	             0	     0.0858618	             0	             0	             0	             0	             0	             0	             0	             0	
     664	     664	       5	    SpecTran	      NoInfo	      0.855778	      0.855778	      -4.45072	        3.5036	       1.35945	     -0.807835	      0.570938	      0.146399	      0.788011	     -0.615661	             0	      0.855778	             0	             0	             0	             0	             0	             0	             0	             0	
     665	     665	       5	    SpecTran	      NoInfo	      0.855692	      0.855692	      -4.79056	       3.06863	        1.7624	     -0.823714	      0.529871	      0.201823	      0.788011	     -0.615661	             0	      0.855692	             0	             0	             0	             0	             0	             0	             0	             0	
     666	     666	       5	    SpecTran	      NoInfo	      0.437139	      0.437139	      -3.85793	       4.26235	     -0.785432	       -0.7328	      0.676685	    -0.0714262	      0.788011	     -0.615661	             0	      0.437139	             0	             0	             0	             0	             0	             0	             0	             0	
     667	     667	       5	    SpecTran	      NoInfo	      0.855803	      0.855803	      -4.55847	        3.3657	      0.615875	     -0.830005	      0.554521	     0.0599931	      0.788011	     -0.615661	             0	      0.855803	             0	             0	             0	             0	             0	             0	             0	             0	
     668	     668	       5	    SpecTran	      NoInfo	      0.855769	      0.855769	      -4.85511	       2.98601	      0.982367	     -0.854641	      0.507959	       0.10755	      0.788011	     -0.615661	             0	      0.855769	             0	             0	             0	             0	             0	             0	             0	             0	
     669	     669	       5	    SpecTran	      NoInfo	     0.0827743	     0.0827743	      -3.03329	       5.31783	     -0.465611	     -0.628427	      0.776838	    -0.0400262	      0.788011	     -0.615661	             0	     0.0827743	             0	             0	             0	             0	             0	             0	             0	             0	
     670	     670	       5	    SpecTran	      NoInfo	      0.855806	      0.855806	      -4.28764	       3.71233	      0.473177	     -0.793354	      0.604132	     0.0749258	      0.788011	     -0.615661	             0	      0.855806	             0	             0	             0	             0	             0	             0	             0	             0	
