
TracePro Release: 7 3 4 
Incident Ray Table for 

Linear Units in millimeters
Data for screen Surface 1
Data generated at 14:01:33 October 07, 2025

Ray     	Start   	Split   
Number  	Number  	Number  	Type        	Hist        	Inc Flux      	Abso Flux     	X Pos.        	Y Pos.        	Z Pos.        	X Vec.        	Y Vec.        	Z Vec.        	X Norm        	Y Norm        	Z Norm        	S0            	S1            	S2            	S3            	DegOfPol      	ElliRatio     	X MajAxis     	Y MajAxis     	Z MajAxis     	
Wavelength = 0.5 (Source: mysource)
     107	     107	       5	    SpecTran	      NoInfo	      0.855735	      0.855735	      -4.05192	       4.01405	      -1.62605	     -0.752193	      0.630129	     -0.192724	      0.788011	     -0.615661	             0	      0.855735	             0	             0	             0	             0	             0	             0	             0	             0	
     108	     108	       5	    SpecTran	      NoInfo	      0.855723	      0.855723	      -5.25397	        2.4755	      0.571932	     -0.884226	       0.45849	     0.0890617	      0.788011	     -0.615661	             0	      0.855723	             0	             0	             0	             0	             0	             0	             0	             0	
     109	     109	       5	    SpecTran	      NoInfo	      0.855669	      0.855669	      -5.19036	       2.55691	      -1.11172	     -0.874553	      0.460623	     -0.151606	      0.788011	     -0.615661	             0	      0.855669	             0	             0	             0	             0	             0	             0	             0	             0	
     110	     110	       5	    SpecTran	      NoInfo	      0.855805	      0.855805	      -4.10783	       3.94248	      0.482807	     -0.771185	      0.631423	      0.081108	      0.788011	     -0.615661	             0	      0.855805	             0	             0	             0	             0	             0	             0	             0	             0	
     111	     111	       5	    SpecTran	      NoInfo	     0.0674086	     0.0674086	      -2.88354	       5.50951	    -0.0143998	     -0.603384	      0.797248	     0.0179804	      0.788011	     -0.615661	             0	     0.0674086	             0	             0	             0	             0	             0	             0	             0	             0	
     112	     112	       5	    SpecTran	      NoInfo	       0.85572	       0.85572	      -5.25293	       2.47683	      0.381578	     -0.891409	      0.448554	     0.0647267	      0.788011	     -0.615661	             0	       0.85572	             0	             0	             0	             0	             0	             0	             0	             0	
     113	     113	       5	    SpecTran	      NoInfo	      0.855772	      0.855772	      -3.92622	       4.17494	      -1.37354	     -0.745808	      0.648237	     -0.153491	      0.788011	     -0.615661	             0	      0.855772	             0	             0	             0	             0	             0	             0	             0	             0	
     114	     114	       5	    SpecTran	      NoInfo	       0.85578	       0.85578	      -4.48645	       3.45788	       1.23584	     -0.817536	      0.559275	      0.137285	      0.788011	     -0.615661	             0	       0.85578	             0	             0	             0	             0	             0	             0	             0	             0	
     115	     115	       5	    SpecTran	      NoInfo	       0.85581	       0.85581	      -4.39307	       3.57739	      0.138169	     -0.799608	        0.6004	     0.0121248	      0.788011	     -0.615661	             0	       0.85581	             0	             0	             0	             0	             0	             0	             0	             0	
     116	     116	       5	    SpecTran	      NoInfo	      0.855768	      0.855768	      -5.13976	       2.62168	     -0.175502	     -0.876172	      0.480192	    -0.0416914	      0.788011	     -0.615661	             0	      0.855768	             0	             0	             0	             0	             0	             0	             0	             0	
     117	     117	       5	    SpecTran	      NoInfo	      0.146193	      0.146193	      -3.50369	       4.71575	     -0.804819	     -0.679316	      0.729476	    -0.0799657	      0.788011	     -0.615661	             0	      0.146193	             0	             0	             0	             0	             0	             0	             0	             0	
     118	     118	       5	    SpecTran	      NoInfo	      0.855785	      0.855785	      -4.54275	       3.38581	       1.05123	     -0.824241	      0.552571	      0.123659	      0.788011	     -0.615661	             0	      0.855785	             0	             0	             0	             0	             0	             0	             0	             0	
     119	     119	       5	    SpecTran	      NoInfo	      0.855794	      0.855794	      -4.69847	        3.1865	     -0.758676	     -0.841765	      0.534403	     -0.076459	      0.788011	     -0.615661	             0	      0.855794	             0	             0	             0	             0	             0	             0	             0	             0	
     120	     120	       5	    SpecTran	      NoInfo	      0.130703	      0.130703	       -3.4695	       4.75951	      -0.42584	     -0.672377	      0.738093	    -0.0559238	      0.788011	     -0.615661	             0	      0.130703	             0	             0	             0	             0	             0	             0	             0	             0	
     121	     121	       5	    SpecTran	      NoInfo	      0.855784	      0.855784	      -4.92715	        2.8938	     -0.413334	     -0.862937	      0.502836	     -0.049952	      0.788011	     -0.615661	             0	      0.855784	             0	             0	             0	             0	             0	             0	             0	             0	
     122	     122	       5	    SpecTran	      NoInfo	      0.855808	      0.855808	      -4.02157	        4.0529	     -0.103382	     -0.746595	      0.665255	   -0.00556363	      0.788011	     -0.615661	             0	      0.855808	             0	             0	             0	             0	             0	             0	             0	             0	
     123	     123	       5	    SpecTran	      NoInfo	      0.855805	      0.855805	      -4.50854	        3.4296	      0.552287	     -0.818663	      0.570619	     0.0646862	      0.788011	     -0.615661	             0	      0.855805	             0	             0	             0	             0	             0	             0	             0	             0	
     124	     124	       5	    SpecTran	      NoInfo	      0.855809	      0.855809	      -4.48448	        3.4604	      0.159187	     -0.804626	      0.592555	     0.0381589	      0.788011	     -0.615661	             0	      0.855809	             0	             0	             0	             0	             0	             0	             0	             0	
     125	     125	       5	    SpecTran	      NoInfo	       0.85564	       0.85564	      -5.41435	       2.27022	     -0.829458	      -0.90071	      0.422562	     -0.100809	      0.788011	     -0.615661	             0	       0.85564	             0	             0	             0	             0	             0	             0	             0	             0	
     126	     126	       5	    SpecTran	      NoInfo	      0.855771	      0.855771	      -5.12457	       2.64112	     -0.322029	     -0.874826	         0.483	    -0.0372778	      0.788011	     -0.615661	             0	      0.855771	             0	             0	             0	             0	             0	             0	             0	             0	
     127	     127	       5	    SpecTran	      NoInfo	      0.855755	      0.855755	      -4.11119	       3.93819	       1.38821	     -0.764726	      0.618992	      0.179005	      0.788011	     -0.615661	             0	      0.855755	             0	             0	             0	             0	             0	             0	             0	             0	
